"","SZAXPI003409.8","SZAXPI003410.3","SZAXPI003411.6","SZAXPI003412.1","SZAXPI003413.4","SZAXPI003414.3","SZAXPI003415.12","SZAXPI003416.4","SZAXPI003417.4","SZAXPI003418.8","SZAXPI003419.6","SZAXPI003420.4","SZAXPI003421.5","SZAXPI003422.11","SZAXPI003423.8","SZAXPI003424.12","SZAXPI003425.1","SZAXPI003426.11","SZAXPI003427.1","SZAXPI003428.6","SZAXPI003429.3","SZAXPI003430.5","SZAXPI003431.1","SZAXPI003432.12","SZAXPI003433.7","SZAXPI003434.7","SZAXPI003435.11","SZAXPI003436.7","SZAXPI003437.3","SZAXPI015209.133","SZAXPI015210.17","SZAXPI015211.166","SZAXPI015212.113","SZAXPI015213.15","SZAXPI015214.19","SZAXPI015215.20","SZAXPI015216.169","SZAXPI015217.140","SZAXPI015218.16","SZAXPI015219.129","SZAXPI015220.136","SZAXPI015221.142","SZAXPI015222.123","SZAXPI015223.158","SZAXPI015224.13","SZAXPI015225.18","SZAXPI015226.14","SZAXPI015227.13","SZAXPI015228.14","SZAXPI015229.15","SZAXPI015230.16","SZAXPI015231.17","SZAXPI015232.18","SZAXPI015233.19","SZAXPI015234.20","SZAXPI015235.21","SZAXPI015237.23","SZAXPI015238.24","SZAXPI015239.25","SZAXPI015240.26","SZAXPI015241.27","SZAXPI015242.30","SZAXPI015243.31","SZAXPI015244.32","SZAXPI015245.33","SZAXPI015246.34","SZAXPI015247.35","SZAXPI015248.36","SZAXPI015249.37","SZAXPI015250.39","SZAXPI015251.41","SZAXPI015252.43","SZAXPI015253.44","SZAXPI015254.45","SZAXPI015255.46","SZAXPI015256.47","SZAXPI015257.56","SZAXPI015258.57","SZAXPI015259.62","SZAXPI015260.74","SZAXPI015261.75","SZAXPI015262.79","SZAXPI015263.84","SZAXPI015264.87","SZAXPI015265.88","SZAXPI015266.89","SZAXPI015267.102","SZAXPI015268.109","SZAXPI015269.94","SZAXPI015270.90","SZAXPI015271.93","SZAXPI015272.108","SZAXPI015273.95","SZAXPI015274.111","SZAXPI017451.16","SZAXPI017452.17","SZAXPI017453.19","SZAXPI017454.20","SZAXPI017455.21","SZAXPI017456.23","SZAXPI017457.24","SZAXPI017458.25","SZAXPI017459.26","SZAXPI017460.27","SZAXPI017461.32","SZAXPI017462.33","SZAXPI017463.36","SZAXPI017464.37","SZAXPI017465.43","SZAXPI017466.84","SZAXPI017467.87","SZAXPI017468.88","SZAXPI017580.90","SZAXPI017581.93","SZAXPI017582.94","SZAXPI017583.102","SZAXPI017584.108","SZAXPI017585.109","SZAXPI017586.111","SZAXPI017587.113","SZAXPI017588.123","SZAXPI017589.133","SZAXPI017590.136","SZAXPI017591.140","SZAXPI017592.142","SZAXPI017593.158","SZAXPI017594.166","SZAXPI017595.169"
"Phocaeicola",3.4619,7.52979,0.24641,2.79297,6.00001,41.26771,1.31767,23.34536,12.90778,0.67754,30.75539,10.57578,8.96583,6.45002,26.94817,2.60289,22.3001,24.31205,26.27901,2.97671,22.53225,6.30752,14.62286,0.67534,18.41691,7.47681,0.58919,1.58834,2.11407,12.9749,19.22732,8.39765,1.39638,6.64025,44.79947,5.62863,6.85338,3.32203,4.29131,7.03881,1.06173,2.28347,18.22863,0.86553,0.65817,1.04349,8.04791,1.02714,12.16837,0.07382,12.91212,5.47169,0.01894,5.06819,2.00456,3.3609,29.59402,11.3773,78.04555,14.01371,2.25691,14.78799,7.36137,1.28709,9.35801,0.00659,27.8859,4.38239,1.24734,0.58817,24.50842,3.59259,0.79087,0.00458,8.85245,28.96909,1.95011,1.76399,16.63345,6.72647,20.25679,14.33545,3.09976,8.52792,18.34924,35.57194,2.15812,9.32944,4.73746,21.71546,12.26046,21.55394,4.849,10.36117,0.03107,10.68492,6.38956,2.40775,0.00309,0.00611,34.53758,5.20697,4.30925,11.25781,16.34338,19.10393,11.34931,29.20734,0.88888,4.7903,3.85009,4.76382,29.92916,0.70036,30.73596,37.80364,12.79031,25.64809,11.67873,25.78444,5.35506,6.45608,0.03311,1.32967,0.04508,5.26644,4.03389,6.84908
"Barnesiella",1.37657,0,0.06122,0,0.12416,0,0,0,0,0,0,0.22409,1.27896,0.00192,0.00786,0,0,0,0,0,0,0,4.15678,0,0,0,0,0.57775,0,0.07492,0,0,0,0.08244,0,0.37456,1.16022,1.69722,1.52841,0,0,0,0,0,0.0061,3.4425,0,0.10102,0,0,0.45934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39071,0.01867,0.26155,0,0.19022,0,0,0,0,0,0,0,0,0,0,0,0,3.06638,0.25343,0.41589,0,0,0,0,0,0,1.37009,0.13256,0,0,0,0.9087,0,0,0,0,1.98511,0,0,0,0.11142,0,0,0,0,0,0.03033,0,0,0,0.84557,0,0,0.20679,0.01778,0.01716,0,0.10997
"Coprobacter",0,0,0,0.10732,0.08884,0,0,0,0,0,0,0.05434,0,0,0,0.01705,0,0,0,0,0,0,0,0,0,0,0,0.32084,0,0,0,0,0,0,0,0.12128,0,0,0.00351,0,0,0,0.06203,0.00822,0,0,0,0.04473,0,0,0,0,0,0,0.23361,0,0,0,0,3.47957,0.17176,0,0.04346,0,0,0,0,0,0,0,0.00462,0,0,5.47321,0,0,0,0,0,0,0,0.78147,5.3795,1.42037,0,0.12002,0,0,0.40785,0,0,0.11592,0.02323,0,0,0,0.01929,0,0,0,0,0,0,0,0,0.22252,2.81524,0,0,0,1.4502,0.21273,0,0,0,0,0,0,0,0,0.00841,0,0,0,0,0.08457,0,0
"Dysgonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricimonas",0.21448,0.27078,0.01128,0.03858,0.39386,0,0,0,0.26144,0.12951,0,0.25624,0.2415,0.05101,0.02102,0,0,0.01504,0.05278,0,0,0,0.07297,0,0,0.27554,0,0.007,0.00094,0.15436,0.00221,0.1961,0,0.2844,0,0.20071,0,0.66681,0.35722,0,0.08779,0,0.02516,0.01171,0,0.2013,0.2779,0.02402,0,0,0.03415,0.19222,0,0,5e-04,0.0477,0.25543,0,0,0,0.00714,0.05006,0.13459,0.01439,0.02491,0,0,0,0.22412,0,0.60072,0.00256,0,0.7837,0.05252,0.23395,0,0.23325,0.03837,0,0.35565,0.03797,0,0.20339,0,0,0.00994,0.18052,0.63499,0.0917,0.02207,0.28096,0,0,0,0,1.2425,0.04278,0,0.12591,0,0.24617,0,0,0.37351,0.5704,0.11267,0,0,0.65873,0,0,2.03362,0.05236,0.18279,0,2.30244,0.67942,0.34053,0,0.15901,0.04296,0,0.02241,0,0.19564,0.09187,0.23631
"Odoribacter",0.37689,0.05985,0.01233,0,0,0,0,0,0.42357,0,0,0.12946,0.18066,0.07597,0.027,0,0,0.05416,0,0,0,0,0.19898,0.00333,0.12153,0,0.04023,0.04952,0,0.31482,0.03859,0.1434,0,0.3469,0,0.31869,0.23004,0.23597,0.35591,0,0.16966,0,0.06096,0.07374,0.00139,0.63909,0.37553,0.02604,0,0,0.1687,0.09291,0,0,1.06396,0.44599,0,0.03818,0,0.17928,0.1305,0.13969,0,0.02293,0.30739,0,0.44704,0,0,0.04841,0.2899,0.00894,0.0511,0,0,0,0.00267,0,0,0,0.41471,0.59752,0.25436,0.17168,0,0,0.00192,0.24599,0.40698,0.35382,0.06423,0.35005,0,0.16161,0,0,0.4787,0.06823,0,0.08579,0,0.10809,0,1.4054,0,0,0,0,0.69397,0.09634,0.12585,0.08391,0,0.06277,0,0,12.59475,0.18025,0,0.06955,0.12866,0.08676,0,0.0136,0,0.1564,0.06734,0.02505
"Porphyromonas",0,0,0.71923,0,0,0,0.02783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5839,0,0,0,0,0.09592,0,0,0,0,0.03417,2.40442,0.11508,0,0,0,0,0,0,0,0,0,0,0.00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02013,0,0,0.00416,0,0,1.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151,0.03258,0,0,0,0,0,0,0,0,0,0.15659,0.54101,0,0.20206,0,0,0,0.00923,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0
"Sanguibacteroides",0.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloprevotella",0,0.00063,0,0,0,0,0,0.57766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08858,0,0,0.05565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36615,0,0,0,0,4.87948,0,0.00368,0,0,0,0,0,0,0,0,0
"Paraprevotella",0.83083,0,0.06739,0.87437,0,0,0,0,0,0,0,0.34494,0,0,0,0,0,0,0.30412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415,0,0,0.11843,0,0,0,0,0,0,0,0.66084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73824,0.93312,1.35477,0,0,0,0,0.70196,0,0,0,0.18562,0,0,0,0,0.10322,0,0,0,0,0,0,0,0,0.34572,0,0,0,0.2783,0.8272,0,0,0,0.72003,0,0,4.87545,0.00631,0,0,0,0,0,0,0,0
"Prevotella",1.6127,0.71566,2.02797,5.12233,0.38699,0.06133,0.04477,0,0.00386,14.25836,0.00133,34.25664,0.00013,0.00325,0,0,0.00059,0,4.85566,0.00155,0.00654,36.40147,0.5011,0,0.00619,0.00087,1.0385,0,0.00172,1.58503,10.42763,0.04604,0.00098,16.8976,0.59069,27.42426,0.00395,2.88136,0.82159,0.00374,60.6657,0.00545,0.72727,8.00239,0.02716,0.06693,21.63569,4.05429,0.00541,0.00761,0.00455,61.80448,0.01028,4.31091,0.01359,4.12493,0,0.00307,0.00742,0.34217,0.00165,0.00571,1.74217,1.63993,46.02637,0,0.1486,0.0018,7.25749,2.00781,0,25.55318,0.01279,0,0,0,0.00158,0.33272,0.00334,0.08182,0.00096,0.01837,29.49268,21.31148,0.00218,0.00215,1.42252,0.00177,28.69627,0.02207,0,0,7.89503,0.00329,0,0.00896,0,0.45535,1.04221,0,4.4357,4.47061,0.00627,0.00243,0,0,0.33118,2.46847,0.00645,1.97431,59.07923,52.72871,0.0292,0.30467,0.02086,0.01675,31.46265,0.00234,0.45127,0.00511,6.009,51.45567,0.15506,3.63735,0.94276,24.46685,1.91522,0
"Alistipes",2.80372,0.32415,0.15725,3.59045,5.18376,7.29566,0.23894,0,2.05429,1.99046,0.00258,5.26523,5.18033,2.89224,0.82152,0.00129,5.79885,1.71197,5.01412,0.00102,0.00672,0.00462,1.18999,0.01975,2.98267,3.41403,7.94611,0.5746,0.00862,3.40208,0.15444,1.14463,0.02506,9.05326,0,5.27451,12.87851,8.56519,10.19178,0.00396,0.06772,0.01575,2.94438,0.26858,0.1077,5.59829,7.49911,1.36978,0.00022,0,3.09206,1.28236,0,0,2.02456,11.17759,0.16051,0.55256,0,0.9441,1.83101,0.91288,2.4703,3.28055,1.54633,0.95875,0.02143,0.0546,0.21743,5.81451,7.06039,1.20201,0.76406,0.04391,3.65473,1.07525,0.00233,2.96313,0.00525,0.07535,6.46859,6.54858,1.69274,5.11496,3.40495,0,1.38623,17.50843,0.13293,2.51557,0.5794,3.59464,1.24386,4.05324,0,0,10.08941,0.50441,0.00419,3.77761,1.02793,0.08825,0.20495,6.51456,12.08669,5.11832,2.01971,0,1.57426,14.29907,0.15311,0.29767,1.18507,2.69899,0.0952,4.83091,5.40526,0.14029,0.14035,0,9.74554,0.13696,0.00574,2.89671,0.13859,0.35378,4.69908,0.34851
"Parabacteroides",0.76136,0.34044,1.30122,0.40615,1.45605,12.40189,0.07598,3.30989,1.62438,5.19398,0.60058,3.85092,1.22895,0.47564,1.18407,1.84399,9.96939,1.33471,14.48142,0.00512,1.70554,0.01148,23.37455,0.02106,7.2137,0.86555,0.36538,1.25646,0.13044,4.35784,0.4466,1.87369,0.20556,2.01423,0.41033,1.45432,4.57414,3.27042,0.31972,1.13767,0.24804,0.88861,0.72497,1.57646,0.03852,8.45055,0.55361,0.33606,18.27979,0,1.27971,0.8617,0,0.17015,0.08361,5.20564,3.50477,1.32835,2.31915,2.86677,0.30914,1.00863,0.63577,0.89694,0.77231,1.74837,3.74763,0.50578,0.29691,0.35543,2.17074,0.99137,0.08778,13.47077,1.9743,4.34368,0.79073,0.30474,0.17669,0.18912,2.45765,1.64815,2.13223,2.1111,0.888,2.60399,0.2053,3.67732,1.02136,2.26727,2.21622,2.92337,0.81451,2.73747,0.00032,0.94353,5.48558,0.64225,0.5876,0.10567,1.98363,0.88681,0.86927,3.50896,4.53217,4.37289,9.56751,3.14309,4.26192,3.00423,2.44589,0.53394,4.16965,2.43742,5.15587,4.01212,2.92195,2.69136,1.09353,0.62021,4.73917,0.56671,0.00181,0.10426,0.07125,0.95421,0.88659,0.50135
"Chlamydia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanobrevibacter",0.03291,0,21.18772,0.00262,0,0.0012,0,0,0,0,0,3.72272,0.04309,0,0,0.01804,0,0.03144,0,0,0,0,0,0,0,0,0,0.02073,0,0,0,0,0,0,0,0,0,3.24366,0,0,0.27367,0,0,1.16343,0,0,0,0,0,0,0.58094,0,0,0,0,0.4664,0,0,0,0.0095,0,0.10318,0,0,0.00545,0.05351,0,0,0,0,1.01911,0.39793,0,0,0,0,0,0,0,0,0,0,0,2.82252,0,0,0,2.09153,0,0,0,0,0,0,0,0,0,0.04452,0,0,3.89139,0.00246,0,0,0.06469,0,7.96256,0,0,0.00843,0,0.01031,0,0,0,0.00798,0,0,0,0,0.00724,0,0.07343,0,0,0,0,0
"Methanosphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01292,0,0
"Macrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella",0.3781,0.09581,0.63373,0.00207,0.01494,0.00133,0.0071,0.1177,0,0.04979,0,0.23281,0.002,0.47158,0.00243,0.20511,0.00276,0.17689,0.01244,0.00278,0.06396,0.01294,0.09174,0,0.02159,0,2.00188,0.01132,0.03601,0.00821,0.02485,0.02938,0.04023,0,0.07044,0.00544,0,0.07471,0.83131,0.02105,0.00166,0.00047,0.02416,0.01227,0.07942,0.00114,0.06258,0.01272,0.01851,0.00214,0.01444,0.0022,0.00183,0.00759,0.06296,0.01505,0.04939,0,0.02144,0.00301,0.00408,0.00341,0,0.03727,0.00214,0.01427,0,0.01247,0,0.63426,0,0.00638,0.03731,0,0.01664,0,0.0182,0.01109,0.01241,0.01919,0,0,0.00262,0,0,0.00878,0.0021,0.04226,0,0.01037,0.0057,0,0.09141,0.05779,0.00394,0.11143,0.04951,0.21419,0.00465,0.00799,0,0.00739,0.00171,0,0.0096,0,0.01346,0.03922,0,0.08645,0.00611,0.03856,0,0.05267,0.04797,0.01133,0.11803,0,0.35894,0.00854,0.00773,0.0165,0.05654,0.00887,0.03527,0,0.01369,0.06682
"Abiotrophia",0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0.01151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03786,0,0,0,0.00362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicatella",0.02386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111,0,0,0,0,0
"Enterococcus",0.01669,0,0,0,0,0,0.35717,0.00075,0,0,0,0,0.00168,0,0,0,0,0.20812,0.00449,0.00026,0,0,0,0,0,0.02906,0,0,0.0164,0,0,0.0608,0,0,0,0,0,0,0,0,0,0,0,0,0.00597,0,0.00109,0.00543,0.10922,0,0,0,0,0,0,0,0,0,0,0,0.01178,0,0,0,0,0,0,0.00923,0,0,0,0.00224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04478,0,0,0,0,0,0.00771,0,0.1177,0.0015,0,0,0.00832,0,0,0,0.00424,0,0,0,0,0,0.00149,0,0,0,0,0.01962,0,0,0,0,0,0.19758,0,0.00926,0.03675,0,0.00059,0.00198,0,0.6621
"Companilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fructilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0,0,0,0,0,0,0,0,0,0,0.00071,0,0.09188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02546,0,0,0,0,0,0,0,0
"Lactiplantibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus",0,0,0.01276,0,0.00088,0,0,0,0,0.31343,0,0,0,0.00159,0,0.00088,0,0,0,0,0.05245,0,0.00338,0,0,0,0,0,0,0,0.00557,0.01336,0.08243,0,0,0.06159,0,0.02358,0.00394,0,0.14809,0.00767,0,0.03546,0,0,0,0,0,0,0.00149,0.00456,0,0,0,0.21359,0,0.01937,0,0,0.00251,0.02977,0.00072,0,0,0,0,0.00231,0.02503,0,0.16099,0,0.01715,0,0.03174,0,0,0.10659,0.09086,0,0.02103,8e-04,0.01062,0.02049,0,0.01459,0.12486,0.0035,0,0,0,1.03344,0,0.00797,0.00367,0,0.00709,0.17249,27.82907,0.69504,0.00092,0.00253,0.08584,0,0,0,0.00489,0,0,0,0,0.11851,0.01891,0.00512,0,0,0.00103,0,0.10065,0,0.00132,0,0,0,0,0.00215,0,0
"Latilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc",0,0,0,0.00136,0,0,0,0,0,0,0,0.00839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734,0.01983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligilactobacillus",0,0,0,0,0,0,0,0,0,0.14918,0,0,0,0,0,0,0,0,0,0,0.06231,0,0,0,1.34292,0,0,0,0,0,0,0.04304,0,0,0.03473,0,0,0,0,0,0.06325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35008,0,0,0.07645,0,0.03345,0,0.00336,0,0,0,0,0,0,0,0.07121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40387,0,0.37962,0.0651,0.00487,0.57488,0,0,0,0,0,0.02732,0.02091,0,0,0,0,0,0.02434,0,0.01149,0.15667,0,0,0,0,0,0,0.60042,0,0
"Limosilactobacillus",0,0,0,0,0,0.00371,1.54957,0,0.00014,0.07569,0,0,0.01767,0,0,0,0.00437,0.01275,0,0,0.02219,0,0,0,0,0,0,0,0.02136,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0.01113,0,0,0,0,0,0,0.01146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01814,0,0.10819,0,0,0.00833,0,0,0,0,0,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0.00923,2.31165,0.75738,0.00696,0,0.40861,0,0,0,0,0,0.13738,0,0,0,0,0,0,0.00144,0,0,0,0.00275,0,0,0,0,0,0.00219,0,0.59223
"Pediococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella",0,0.00743,0,0,0,0,0.003,0,0,0,0,0.00024,0.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,6e-04,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347,0,0,0,0.00284,0,0,0,0.02964,0,0,0,0,0.02252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598,0,0,0,0
"Lactococcus",0,0,0,0.00245,0,0,0,0,0,0,0,0.00557,0.01896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18276,0,0,0,0,0,0,0.02661,0,0,0,0,0,0,0,0,0,0,0,0.00195,0.01057,0,0,0,0,0,0,0,0,0.00446,0,0,0.00153,0,0,0,0,0,0,0,0.00083,0.00041,0,0,0.2177,0,0,0,0,0.03946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401,0,0,0,0,0
